Thẻ,Loại,Cấp,Thành phần,Giống Kanji,Onyomi,Kunyomi,Nanori,Đọc Chính,Đọc,Nghĩa Chính,Nghĩa Phụ
修,kanji,30,"⺅,丨,夂,彡","珍,診,惨",しゅう,おさ,,しゅう,"しゅう, おさ",Tu Hành,Tu Sửa
俳,kanji,56,"⺅,非",排,はい,,,はい,はい,Haiku,Hai
俵,kanji,56,"⺅,生,ト","表,依",ひょう,たわら,,ひょう,"ひょう, たわら",Bao,
俺,kanji,18,"⺅,大,田,乚",滝,,おれ,,おれ,おれ,Tôi,
倉,kanji,21,"𠆢,戸,一,口",創,そう,くら,,そう,"そう, くら",Kho,
個,kanji,55,"⺅,口,古",,こ,,,こ,こ,Cá Nhân,Cá
倍,kanji,44,"⺅,咅","借,培",ばい,,,ばい,ばい,Bội,
倒,kanji,28,"⺅,至,刂",,とう,たお,,とう,"とう, たお",Sụp Đổ,Đảo
候,kanji,30,"⺅,丨,ユ,矢",喉,こう,そうろう,,こう,"こう, そうろう",Khí Hậu,Hậu
借,kanji,18,"⺅,昔","惜,倍,供",しゃく,か,,しゃく,"しゃく, か",Mượn,Vay
値,kanji,32,"⺅,直","直,置,殖,植",ち,"ね, あたい",,ち,"ち, ね, あたい",Giá Trị,Trị
倫,kanji,57,"⺅,𠆢,一,冊",偏,りん,,,りん,りん,Luân Lý,Luân
倹,kanji,58,"⺅,𠆢,一,中,丿",検,けん,"つづまやか, つま",,けん,"けん, つづまやか, つま",Tiết Kiệm,Kiệm
偉,kanji,63,"⺅,韋",違,い,えら,,い,"い, えら",Vĩ Đại,Vĩ
偏,kanji,61,"⺅,戸,冊","倫,雇,編",へん,かたよ,,へん,"へん, かたよ",Nghiêng,Lệch
停,kanji,29,"⺅,亠,口,冖,一,丿",寧,てい,,,てい,てい,Dừng,
健,kanji,27,"⺅,廴,聿","誕,建,鍵",けん,,,けん,けん,Lành Mạnh,
側,kanji,58,"⺅,貝,刂","測,列,例,則",そく,"がわ, そば",,がわ,"がわ, そば, そく",Bên,Phía
偵,kanji,58,"⺅,ト,貝",,てい,,,てい,てい,Thám Tử,
偶,kanji,31,"⺅,田,冂,ム","遇,隅",ぐう,たま,,ぐう,"ぐう, たま",Tình Cờ,Ngẫu
偽,kanji,34,"⺅,為",為,ぎ,"にせ, いつわ",,ぎ,"ぎ, にせ, いつわ",Giả,Ngụy
傍,kanji,65,"⺅,立,方",,ぼう,"かたわ, わき, おか, はた, そば",,ぼう,"ぼう, かたわ, わき, おか, はた, そば",Bên Cạnh,
傑,kanji,67,"⺅,舛,木",,けつ,すぐ,,けつ,"けつ, すぐ",Kiệt Tác,Kiệt
傘,kanji,65,"𠆢,人,十","卒,率",さん,かさ,,かさ,"かさ, さん",Ô,
備,kanji,37,"⺅,艹,厂,用",,び,そな,,び,"び, そな",Chuẩn Bị,Bị
催,kanji,52,"⺅,山,隹",,さい,もよお,,さい,"さい, もよお",Giục,
傷,kanji,36,"⺅,𠂉,易",,しょう,"きず, いた",,しょう,"しょう, きず, いた",Vết Thương,
傾,kanji,66,"化,頁",,けい,かたむ,,けい,"けい, かたむ",Nghiêng,Khuynh
働,kanji,22,"⺅,重,力","動,勧",どう,はたら,,どう,"どう, はたら",Làm Việc,Động
像,kanji,28,"⺅,象",象,ぞう,,,ぞう,ぞう,Tượng,
僕,kanji,68,"⺅,業",撲,ぼく,,,ぼく,ぼく,Tôi,
僚,kanji,68,"⺅,癶,日,小","療,寮",りょう,,,りょう,りょう,Đồng Nghiệp,
僧,kanji,54,"⺅,丷,田,日","憎,贈,増",そう,,,そう,そう,Sư,Tăng
儀,kanji,55,"⺅,義","義,議,犠",ぎ,,,ぎ,ぎ,Nghi Lễ,Nghi
億,kanji,68,"⺅,意","意,息,憶",おく,,,おく,おく,Trăm Triệu,Oku
償,kanji,69,"⺅,賞",,しょう,つぐな,,しょう,"しょう, つぐな",Bồi Thường,Thường
優,kanji,24,"⺅,百,冖,心,夂",,ゆう,"やさ, すぐ",,ゆう,"ゆう, やさ, すぐ",Xuất Sắc,Ưu
儲,kanji,70,"⺅,言,者",諸,ちょ,"もう, もうけ",,もう,"もう, もうけ, ちょ",Kiếm Lời,
元,kanji,7,"二,儿",,"げん, がん",もと,,げん,"げん, がん, もと",Gốc,"Nguyên, Cựu"
兄,kanji,1,"口,儿",,きょう,"あに, にい",,あに,"きょう, あに, にい",Anh Trai,Huynh
充,kanji,29,"亠,ム,儿",,じゅう,"あ, み",,じゅう,"じゅう, あ, み",Bổ Sung,Sung
兆,kanji,35,"丷,丿,L",,ちょう,きざ,,ちょう,"ちょう, きざ",Dấu Hiệu,Triệu
先,kanji,11,"丿,土,儿",失,せん,"さき, ま",,せん,"せん, さき, ま",Trước,Tiên
光,kanji,19,"⺌,一,儿",,こう,"ひかり, ひか",,こう,"こう, ひかり, ひか",Ánh Sáng,Quang
克,kanji,43,"古,儿",,こく,,,こく,こく,Khắc Phục,Khắc
免,kanji,19,免,"晩,角,色",めん,まぬか,,めん,"めん, まぬか",Miễn,
児,kanji,39,"丨,日,儿",,"じ, に",こ,,じ,"じ, に, こ",Nhi Đồng,Nhi
党,kanji,55,"𭕄,冖,兄","常,賞,堂,覚",とう,,,とう,とう,Đảng,
入,kanji,2,入,人,にゅう,"はい, い",,にゅう,"にゅう, はい, い",Vào,Nhập
全,kanji,6,"𠆢,王","金,企",ぜん,"すべ, まった",,ぜん,"ぜん, すべ, まった",Toàn Bộ,Toàn
八,kanji,1,ハ,,はち,"や, よう",,や,"や, よう, はち",Tám,Bát
公,kanji,5,"ハ,ム",,こう,,,こう,こう,Công Cộng,Công
六,kanji,1,"亠,ハ",穴,ろく,む,,ろく,"ろく, む",Sáu,Lục
共,kanji,20,"艹,一,ハ","供,音,昔",きょう,とも,,きょう,"きょう, とも",Cùng,
兵,kanji,39,"斤,一,ハ","丘,浜","へい, ひょう",,,へい,"へい, ひょう",Lính,Binh
具,kanji,11,"目,一,ハ","負,貝,真",ぐ,,,ぐ,ぐ,Dụng Cụ,Cụ
典,kanji,17,"曲,ハ",曲,てん,,,てん,てん,Điển Hình,Điển
内,kanji,6,"冂,人",,ない,うち,,ない,"ない, うち",Trong,Nội
円,kanji,1,"冂,亠",,えん,まる,,えん,"えん, まる",Yên,Tròn
冊,kanji,26,冊,,さつ,,,さつ,さつ,Sách,
再,kanji,11,"一,冂,土",,"さ, さい",ふたた,,さ,"さ, さい, ふたた",Lần Nữa,Tái
冒,kanji,52,"日,目",胃,ぼう,おか,,ぼう,"ぼう, おか",Mạo Hiểm,Mạo
冗,kanji,33,"冖,几",,じょう,,,じょう,じょう,Đùa,
写,kanji,15,"冖,一,勹",与,しゃ,うつ,,しゃ,"しゃ, うつ",Bản Sao,Tả
冬,kanji,8,"夂,冫",,とう,ふゆ,,ふゆ,"ふゆ, とう",Đông,
冷,kanji,20,"冫,令","鈴,齢",れい,"つめ, ひ, さ",,れい,"れい, つめ, ひ, さ",Lạnh,
凄,kanji,18,"冫,妻",,せい,すご,,せい,"せい, すご",Sugoi,
凍,kanji,37,"冫,東",,とう,"こお, こご",,とう,"とう, こお, こご",Đóng Băng,Đông
凝,kanji,48,"冫,疑",擬,ぎょう,"こ, こご",,ぎょう,"ぎょう, こ, こご",Cứng,
凡,kanji,5,"几,丶",舟,"ぼん, はん","おうよ, およ, すべ",,ぼん,"ぼん, はん, おうよ, およ, すべ",Bình Thường,Phàm
処,kanji,33,"夂,几",拠,しょ,ところ,,しょ,"しょ, ところ",Xử Lý,Xử
凶,kanji,6,"凵,メ",区,きょう,,,きょう,きょう,Hung Ác,Hung
凸,kanji,34,凸,,とつ,でこ,,とつ,"とつ, でこ",Lồi,
凹,kanji,34,凹,,おう,"くぼ, へこ, ぼこ",,おう,"おう, くぼ, へこ, ぼこ",Lõm,
出,kanji,2,山,,しゅつ,"で, だ",,で,"で, だ, しゅつ",Lối Ra,Xuất
刀,kanji,4,刀,"刃,力",とう,かたな,,とう,"とう, かたな",Kiếm,"Đao, Katana"
刃,kanji,10,"刀,丶",刀,"じん, にん","は, やいば",,は,"は, やいば, じん, にん",Dao,
分,kanji,4,"ハ,刀",,"ぶん, ふん, ぶ",わ,,ぶん,"ぶん, ふん, ぶ, わ",Phần,Phân
切,kanji,13,"七,刀",,せつ,き,,せつ,"せつ, き",Cắt,Thiết
刈,kanji,33,"メ,刂",,,か,,か,か,Cắt Cỏ,
刊,kanji,34,"干,刂","肝,汗,刑",かん,,,かん,かん,Phát Hành,
刑,kanji,37,"一,廾,刂",刊,けい,,,けい,けい,Hình Phạt,Hình
列,kanji,24,"歹,刂","側,例",れつ,,,れつ,れつ,Hàng,Liệt
初,kanji,9,"ネ,刀",祈,しょ,"はじ, はつ, そ, ぞ",,しょ,"しょ, はじ, はつ, そ, ぞ",Đầu Tiên,Sơ
判,kanji,38,"半,刂","半,伴","はん, ばん",,,はん,"はん, ばん",Phán Quyết,Phán
別,kanji,16,"口,刀,刂",利,べつ,わか,,べつ,"べつ, わか",Cách,Biệt
利,kanji,18,"禾,刂","別,科",り,き,,り,"り, き",Lợi,
到,kanji,43,"至,刂",,とう,,,とう,とう,Đến Nơi,
制,kanji,31,"牛,巾,刂","割,刺",せい,,,せい,せい,Chế Độ,Chế
刷,kanji,43,"尸,巾,刂",,さつ,す,,さつ,"さつ, す",In,
券,kanji,44,"二,丿,丷,刀","拳,巻,挙,港",けん,,,けん,けん,Phiếu,Vé
刺,kanji,42,"木,冂,刂",制,し,さ,,さ,"さ, し",Đâm,
刻,kanji,43,"亠,L,丿,人,刂","核,咳",こく,きざ,,こく,"こく, きざ",Khắc,
剃,kanji,29,"弟,刂",,てい,"そ, す",,そ,"そ, す, てい",Cạo,
則,kanji,13,"貝,刂","削,測,側",そく,のっと,,そく,"そく, のっと",Quy Tắc,Tắc
削,kanji,20,"⺌,月,刂","則,消",さく,けず,,さく,"さく, けず",Cắt Giảm,Gọt
前,kanji,8,"丷,一,月,刂",,ぜん,まえ,,ぜん,"ぜん, まえ",Trước,Tiền
剖,kanji,57,"咅,刂",,ぼう,,,ぼう,ぼう,Giải Phẫu,Phẫu
剣,kanji,47,"𠆢,一,中,丿,刂","験,検,険",けん,つるぎ,,けん,"けん, つるぎ",Kiếm,
剤,kanji,30,"斉,刂",済,ざい,,,ざい,ざい,Thuốc,
副,kanji,20,"一,口,田,刂","福,幅",ふく,,,ふく,ふく,Phó,
剰,kanji,62,"禾,口,刂",,じょう,"あまつさえ, あま",,じょう,"じょう, あまつさえ, あま",Thái Quá,
割,kanji,25,"宀,生,口,刂",制,かつ,"わり, わ, さ",,わり,"わり, わ, かつ, さ",Chia,
創,kanji,21,"倉,刂",倉,そう,,,そう,そう,Sáng Tạo,Sáng
劇,kanji,38,"虍,豕,刂",,げき,,,げき,げき,Kịch,
力,kanji,2,力,"丸,九","りょく, りき",ちから,,りょく,"りょく, りき, ちから",Lực,Sức Mạnh
功,kanji,35,"工,力","助,攻",こう,,,こう,こう,Thành Công,Công
加,kanji,30,"力,口",,か,くわ,,か,"か, くわ",Thêm,Gia
劣,kanji,37,"少,力",,れつ,おと,,れつ,"れつ, おと",Kém Hơn,
助,kanji,17,"且,力",功,じょ,"たす, すけ",,じょ,"じょ, たす, すけ",Trợ Giúp,Trợ
努,kanji,39,"女,又,力",怒,ど,つと,,ど,"ど, つと",Nỗ Lực,Nỗ
励,kanji,42,"厂,万,力",,れい,はげ,,れい,"れい, はげ",Khích Lệ,Lệ
労,kanji,22,"𭕄,冖,力",,ろう,いたわ,,ろう,"ろう, いたわ",Lao Động,Lao
効,kanji,44,"交,力","郊,較,絞,校",こう,き,,こう,"こう, き",Công Hiệu,Hiệu
勇,kanji,46,"マ,男",男,ゆう,いさ,,ゆう,"ゆう, いさ",Dũng Mãnh,Dũng
勉,kanji,19,"免,力",晩,べん,,,べん,べん,Siêng Năng,
動,kanji,18,"重,力","働,勧",どう,うご,,どう,"どう, うご",Cử Động,Động
勘,kanji,61,"甘,匚,儿,力",,かん,,,かん,かん,Linh Cảm,
務,kanji,32,"矛,夂,力",疑,む,つと,,む,"む, つと",Nghĩa Vụ,Vụ
勝,kanji,18,"月,二,丿,丷,力",,しょう,か,,しょう,"しょう, か",Thắng,
募,kanji,49,"莫,力","幕,暮,墓",ぼ,つの,,ぼ,"ぼ, つの",Chiêu Mộ,Mộ
勢,kanji,36,"土,丷,丸,力","塾,熱,熟","せい, せ",いきお,,せい,"せい, せ, いきお",Thế Lực,Thế
勤,kanji,32,"革,二,力",,きん,つと,,きん,"きん, つと",Cần Cù,Cần
勧,kanji,42,"矢,隹,力","働,動,観,歓",かん,すす,,かん,"かん, すす",Khuyên,
勿,kanji,26,"勹,丿",,もち,,,もち,もち,Mochi,
匂,kanji,26,"勹,匕","句,旬",,にお,,にお,にお,Mùi,
包,kanji,12,"勹,卩","飽,胞,抱,泡,砲",ほう,"つつ, くる",,ほう,"ほう, つつ, くる",Bao,
化,kanji,5,"⺅,匕","北,比",か,ば,,か,"か, ば",Biến Hóa,Hóa
北,kanji,5,"冫,丨,匕",,ほく,きた,,ほく,"ほく, きた",Bắc,
匠,kanji,29,"匚,斤",,しょう,たくみ,,しょう,"しょう, たくみ",Sư Phụ,
匹,kanji,19,"匚,儿",四,ひつ,ひき,,ひき,"ひき, ひつ",Hiki,
区,kanji,4,"匚,メ","凶,図",く,,,く,く,Khu,
医,kanji,16,"匚,矢",,い,,,い,い,Y Tế,Y
匿,kanji,58,"匚,艹,右",,とく,かくま,,とく,"とく, かくま",Giấu,Nặc
十,kanji,1,十,,じゅう,とお,,じゅう,"じゅう, とお",Mười,Thập
千,kanji,1,"一,十",干,せん,ち,,せん,"せん, ち",Nghìn,Thiên
午,kanji,8,"丿,干",牛,ご,,,ご,ご,Trưa,
半,kanji,13,"⺌,干",,はん,なか,,はん,"はん, なか",Nửa,Bán
卒,kanji,17,"亠,人,十","傘,率",そつ,,,そつ,そつ,Tốt Nghiệp,
卓,kanji,29,"ト,早",,たく,,,たく,たく,Bàn,
協,kanji,42,"十,力",,きょう,,,きょう,きょう,Chung Sức,Hiệp
南,kanji,15,"十,冂,丷,干",,なん,みなみ,,なん,"なん, みなみ",Nam,
単,kanji,28,"⺌,田,十","果,早,巣,菓,呆",たん,,,たん,たん,Đơn Giản,Đơn
博,kanji,41,"十,丶,田,寸",縛,"はく, ばく",,,はく,"はく, ばく",Tiến Sĩ,
占,kanji,24,"ト,口",,せん,"うらな, し",,せん,"せん, うらな, し",Chiếm,
印,kanji,14,"丨,一,卩","叩,即,却,卸",いん,しるし,,いん,"いん, しるし",Con Dấu,Ấn
危,kanji,32,"勹,厂,卩",,き,"あぶ, あや",,き,"き, あぶ, あや",Nguy Hiểm,Nguy
即,kanji,23,"艮,卩","却,印,卸,叩",そく,すなわ,,そく,"そく, すなわ",Lập Tức,Tức
却,kanji,42,"去,卩","即,叩,卸,印",きゃく,かえ,,きゃく,"きゃく, かえ",Ngược Lại,
卵,kanji,27,"勹,丶",,らん,たまご,,たまご,"たまご, らん",Trứng,
卸,kanji,54,"午,止,卩","即,却,印,叩",しゃ,"おろし, おろ",,おろし,"おろし, おろ, しゃ",Bán Sỉ,
厄,kanji,33,"厂,卩",,やく,,,やく,やく,Yakkai,Yaku
厚,kanji,51,"厂,日,子",,こう,あつ,,あつ,"あつ, こう",Dày,
原,kanji,14,原,泉,げん,はら,,げん,"げん, はら",Nguyên,
厳,kanji,70,"𭕄,厂,一,丨,耳,夂",,"げん, ごん","きび, おごそ",,げん,"げん, ごん, きび, おごそ",Nghiêm,
去,kanji,15,"土,ム","法,先,失","きょ, こ",さ,,きょ,"きょ, こ, さ",Quá Khứ,Khứ
参,kanji,30,"ム,大,彡","診,珍,惨","さん, しん",まい,,さん,"さん, しん, まい",Tham Gia,Tham
及,kanji,24,"丿,又","扱,吸,級",きゅう,およ,,きゅう,"きゅう, およ",Phổ Cập,Cập
友,kanji,15,"ナ,又",,ゆう,とも,,ゆう,"ゆう, とも",Bạn,Hữu
双,kanji,19,又,"叔,対",そう,ふた,,そう,"そう, ふた",Đôi,Song
反,kanji,8,"厂,又","友,仮",はん,そ,,はん,"はん, そ",Phản,
収,kanji,27,"丩,又",,しゅう,おさ,,しゅう,"しゅう, おさ",Thu,
叔,kanji,50,"上,小,又",双,しゅく,,お,お,"お, しゅく",Bác,Dì
取,kanji,6,"耳,又",敗,しゅ,と,,と,"と, しゅ",Lấy,
受,kanji,14,"⺤,冖,又","妥,授",じゅ,う,,じゅ,"じゅ, う",Nhận,
口,kanji,1,口,,"こう, く",くち,,こう,"こう, く, くち",Miệng,Khẩu
古,kanji,1,"十,口",,こ,ふる,,こ,"こ, ふる",Cũ,Cổ
句,kanji,13,"勹,口","匂,旬,伺,可,司,詞,飼,同,何,荷,河,向,苛",く,,,く,く,Câu,
叩,kanji,5,"口,卩","印,却,即,卸",こう,"たた, はた",,こう,"こう, たた, はた",Vỗ,Đập
叫,kanji,28,"口,丩",,きょう,さけ,,きょう,"きょう, さけ",Hét,
召,kanji,34,"刀,口",,しょう,め,,しょう,"しょう, め",Triệu Tập,Triệu
可,kanji,10,"一,口,亅","旬,句,伺,司,詞,飼,同,荷,河,何,向,苛",か,,,か,か,Có Thể,Khả
台,kanji,4,"ム,口",,"だい, たい",,,だい,"だい, たい",Giá Đỡ,"Đài, Bệ"
叱,kanji,5,"口,七",,しつ,しか,,しか,"しか, しつ",Mắng,
史,kanji,34,"ナ,口,一","便,更,硬,使",し,,,し,し,Lịch Sử,Sử
右,kanji,4,"ナ,口","左,石","ゆう, う",みぎ,,ゆう,"ゆう, う, みぎ",Phải,Hữu
叶,kanji,6,"口,十",,きょう,かな,,かな,"かな, きょう",Ban Ước,
号,kanji,22,"口,一,勹",,ごう,,,ごう,ごう,Số,Hiệu
司,kanji,19,"𠃌,一,口","旬,句,伺,可,詞,飼,同,何,荷,河,向,苛",し,つかさど,,し,"し, つかさど",Quản Lý,Tư
各,kanji,20,"夂,口","格,客,名",かく,おの,,かく,"かく, おの",Các,
合,kanji,8,合,"谷,会","ごう, がっ","あ, あい",,ごう,"ごう, がっ, あ, あい",Phù Hợp,Hợp
吉,kanji,6,"士,口",告,"きつ, きち",よし,,きつ,"きつ, きち, よし",Tốt Lành,Cát
吊,kanji,16,"口,巾",,ちょう,"つ, つる",,つ,"つ, つる, ちょう",Treo,
同,kanji,9,"冋,一",,どう,おな,,どう,"どう, おな",Giống,"Đồng, Cùng"
名,kanji,3,"夕,口",,"めい, みょう",な,,めい,"めい, みょう, な",Tên,Danh
吐,kanji,25,"口,土",,と,"は, つ",,は,"は, つ, と",Nôn,
向,kanji,24,"丶,冋","同,可,何,司,伺,河,荷,句,旬,詞,飼,銅",こう,む,なた,こう,"こう, む, なた",Hướng,
君,kanji,37,"ヨ,丿,口",,くん,きみ,,くん,"くん, きみ",Cậu,Quân
吟,kanji,43,"口,今",,ぎん,,,ぎん,ぎん,Giám Định,
吠,kanji,5,"口,犬",,"はい, べい","ほ, ほえ",,ほ,"ほ, ほえ, はい, べい",Sủa,Hú
否,kanji,21,"不,口",,ひ,"いな, いや",,ひ,"ひ, いな, いや",Phủ Định,Phủ
含,kanji,41,"今,口",,がん,ふく,,がん,"がん, ふく",Gồm,
吸,kanji,27,"口,及","扱,及,級",きゅう,す,,きゅう,"きゅう, す",Thở,Hấp
吹,kanji,38,"口,欠",,すい,ふ,,ふ,"ふ, すい",Thổi,
呂,kanji,16,"口,丶",,"ろ, りょ",せぼね,,ろ,"ろ, りょ, せぼね",Bồn Tắm,
呆,kanji,42,"口,木","巣,果,単,菓",ほう,"あき, おろか, ほけ, ぼ",,ほう,"ほう, あき, おろか, ほけ, ぼ",Cạn Lời,
告,kanji,10,"丿,土,口","造,吉",こく,つ,,こく,"こく, つ",Báo Cáo,Cáo
周,kanji,34,"冂,土,口",調,しゅう,まわ,,しゅう,"しゅう, まわ",Chu Vi,Chu
呪,kanji,43,"口,兄",,じゅ,のろ,,のろ,"のろ, じゅ",Nguyền Rủa,Chú
味,kanji,16,"口,未",,み,あじ,,み,"み, あじ",Vị,
呼,kanji,27,"口,平",,こ,よ,,よ,"よ, こ",Gọi,
命,kanji,19,"𠆢,一,口,卩",令,"めい, みょう",いのち,,めい,"めい, みょう, いのち",Mệnh,
和,kanji,5,"丿,木,口",知,"わ, お","なご, やわ","かず, より",わ,"わ, お, なご, やわ, かず, より",Hòa Bình,Hòa
咲,kanji,51,"口,丷,天",,しょう,さ,,さ,"さ, しょう",Nở,
咳,kanji,21,"口,亠,L,丿,人","刻,核",がい,せき,,せき,"せき, がい",Ho,
哀,kanji,30,"亠,口,⺅,ト",衰,あい,あわ,,あい,"あい, あわ",Đáng Thương,
品,kanji,14,口,,ひん,しな,,ひん,"ひん, しな",Vật Phẩm,Phẩm
員,kanji,16,"口,貝","買,賞",いん,,,いん,いん,Thành Viên,Viên
哲,kanji,57,"扌,斤,口","誓,唇,暫",てつ,,,てつ,てつ,Triết Lý,
唇,kanji,58,"辰,口",哲,しん,くちびる,,くちびる,"くちびる, しん",Môi,
唐,kanji,55,"广,ヨ,口","康,逮",とう,から,,とう,"とう, から",Rán,Cay
唯,kanji,62,"口,隹","維,離,雑,難,稚,雄,誰,進,推,確,権",ゆい,ただ,,ゆい,"ゆい, ただ",Duy Nhất,Duy
唱,kanji,61,"口,日",,しょう,とな,,しょう,"しょう, とな",Hợp Xướng,Xướng
唾,kanji,60,"口,車",,"だ, た",つば,,つば,"つば, だ, た",Nước Bọt,
商,kanji,58,"立,冋,儿",,しょう,あきな,,しょう,"しょう, あきな",Buôn Bán,Thương
問,kanji,20,"門,口","閉,聞,間,関,開",もん,"と, とん",,もん,"もん, と, とん",Hỏi,Vấn
善,kanji,53,"羊,丷,一,口","喜,普",ぜん,,,ぜん,ぜん,Thiện,
喉,kanji,35,"口,⺅,矢,ユ",候,こう,のど,,こう,"こう, のど",Họng,
喋,kanji,63,"口,世,木",葉,ちょう,しゃべ,,しゃべ,"しゃべ, ちょう",Nói,
喜,kanji,23,"士,口,丷,一","普,善",き,よろこ,,き,"き, よろこ",Vui Mừng,
喧,kanji,63,"口,宣",,けん,やかま,,けん,"けん, やかま",Ồn Ào,
喪,kanji,41,"十,口,衣",,そう,も,,そう,"そう, も",Tang,
喫,kanji,33,"口,生,刀,大",契,きつ,の,,きつ,"きつ, の",Ăn Uống,
営,kanji,63,"𭕄,冖,呂",宮,えい,いとな,,えい,"えい, いとな",Điều Hành,Doanh
嘆,kanji,59,"口,𦰩",,たん,なげ,,たん,"たん, なげ",Than Thở,Thán
嘘,kanji,25,"口,虍,业",慮,,うそ,,うそ,うそ,Nói Dối,
嘩,kanji,63,"口,艹,田,十",,か,,,か,か,Cãi Nhau,
噂,kanji,68,"口,丷,酉,寸",噌,そん,うわさ,,うわさ,"うわさ, そん",Lời Đồn,
噌,kanji,35,"口,丷,田,日",噂,そ,,,そ,そ,Miso,So
噛,kanji,69,"口,歯",,,"か, かじ",,か,"か, かじ",Cắn,
器,kanji,15,"大,口",,き,うつわ,,き,"き, うつわ",Đồ Dùng,Khí
噴,kanji,69,"口,十,艹,貝",,ふん,ふ,,ふん,"ふん, ふ",Phun,
囚,kanji,34,"口,人",,しゅう,とら,,しゅう,"しゅう, とら",Tù,
四,kanji,1,"口,儿",,し,"よん, よ",,し,"し, よん, よ",Bốn,Tứ
回,kanji,3,口,,かい,まわ,,かい,"かい, まわ",Xoay,Hồi
因,kanji,23,"口,大",困,いん,よ,,いん,"いん, よ",Nguyên Nhân,Nhân
団,kanji,12,"口,寸",,"だん, とん",,,だん,"だん, とん",Đoàn,
困,kanji,23,"口,木",因,こん,こま,,こん,"こん, こま",Khó Khăn,Khốn
囲,kanji,34,"口,井",,い,かこ,,い,"い, かこ",Chu Vi,Vi
図,kanji,16,"口,丶,メ",,"ず, と","え, はか",,ず,"ず, と, え, はか",Bản Đồ,Đồ
固,kanji,8,"口,古",,こ,かた,,こ,"こ, かた",Cứng,Cố
国,kanji,12,"口,玉",,こく,くに,,こく,"こく, くに",Nước,Quốc
圏,kanji,63,"口,巻",園,けん,,,けん,けん,Vòng,Quyển
園,kanji,23,"口,土,𠆢,丶",圏,えん,その,,えん,"えん, その",Vườn,Viên
土,kanji,4,土,士,"ど, と",つち,,ど,"ど, と, つち",Đất,Thổ
圧,kanji,25,"厂,土","床,在",あつ,,,あつ,あつ,Áp Lực,Áp
在,kanji,14,"ナ,丨,土","存,圧",ざい,,,ざい,ざい,Tồn Tại,Tại
地,kanji,4,"土,也","池,他","ち, じ",,,ち,"ち, じ",Đất,Địa
坂,kanji,20,"土,反","版,仮,阪,板,返,飯,販",はん,さか,,さか,"さか, はん",Dốc,
均,kanji,11,"土,勹,二",,きん,ひと,,きん,"きん, ひと",Bình Quân,Quân
坊,kanji,26,"土,方","族,施,妨,訪,旅,放,防,肪",ぼう,,,ぼう,ぼう,Sư,
垂,kanji,35,"工,三,丨","乗,車,華,睡",すい,た,,すい,"すい, た",Rủ Xuống,
型,kanji,25,"一,廾,刂,土",,けい,かた,,けい,"けい, かた",Hình,
垣,kanji,53,"土,一,旦",,,かき,,かき,かき,Hàng Rào,
埃,kanji,55,"土,ム,矢",,あい,ほこり,,ほこり,"ほこり, あい",Bụi,
埋,kanji,55,"土,里","理,里",まい,"う, うず",,う,"う, うず, まい",Chôn,Mai
城,kanji,29,"土,成",域,じょう,しろ,,しろ,"しろ, じょう",Thành,
域,kanji,24,"土,戈,口,一","城,惑,感",いき,,,いき,いき,Khu Vực,Vực
執,kanji,61,"幸,丸",,"しゅう, しつ",と,,しゅう,"しゅう, しつ, と",Cố Chấp,Chấp
培,kanji,58,"土,咅",倍,ばい,つちか,,ばい,"ばい, つちか",Trồng Trọt,
基,kanji,37,"其,土",墓,き,もと,,き,"き, もと",Nền Móng,Cơ
堂,kanji,22,"𭕄,冖,口,土","常,賞,党,覚",どう,,,どう,どう,Nhà Chính,Đường
堅,kanji,65,"臣,又,土",緊,けん,かた,,かた,"かた, けん",Vững Vàng,Kiên
報,kanji,21,"幸,卩,又",服,ほう,むく,,ほう,"ほう, むく",Báo Cáo,Báo
場,kanji,10,"土,易","陽,湯,揚,腸",じょう,ば,,じょう,"じょう, ば",Địa Điểm,"Trường, Nơi"
塀,kanji,67,"土,尸,丷,一,廾","掘,握,屈,届,居,涙,房,戻,泥,遅,漏",へい,,,へい,へい,Tường Rào,
塊,kanji,67,"土,鬼",,かい,かたまり,,かたまり,"かたまり, かい",Cục,"Khối, Tảng"
塔,kanji,64,"土,艹,合",搭,とう,,,とう,とう,Tháp,
塗,kanji,66,"氵,余,土",,と,ぬ,,と,"と, ぬ",Bôi,Phết
塞,kanji,66,"宀,𡗗,土","寒,基","そく, さい",ふさ,,ふさ,"ふさ, そく, さい",Bịt,
塩,kanji,66,"土,𠂉,口,皿",,えん,しお,,しお,"しお, えん",Muối,
塾,kanji,31,"亠,口,子,丸,土","熱,勢,熟,壁",じゅく,,,じゅく,じゅく,Học Thêm,
境,kanji,41,"土,立,見",,きょう,さかい,,きょう,"きょう, さかい",Ranh Giới,Cảnh
墓,kanji,35,"土,莫","募,幕,暮,基",ぼ,はか,,ぼ,"ぼ, はか",Mộ,
増,kanji,44,"土,丷,田,日","僧,層,贈,憎",ぞう,"ふ, ま",,ぞう,"ぞう, ふ, ま",Tăng,
墜,kanji,69,"阝,丷,豕,土",,つい,,,つい,つい,Rơi,
墨,kanji,68,"黒,土",,,すみ,,すみ,すみ,Mực,
壁,kanji,35,"土,尸,口,立,十","塾,璧",へき,かべ,,かべ,"かべ, へき",Tường,
壇,kanji,70,"土,亠,回,旦",,だん,,,だん,だん,Tế Đàn,Đàn
